/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 10 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 100 	 MUTACAO   : 0.30
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 2: 
(+(*(sqrt(*(+(/(-(x1)(sin(-(sin(-(x1)(/(cos(+(cos(-(x1)(0.33689)))(x1)))(0.21873))))(+(x1)(0.22925)))))(0.87594))(x1))(x1)))(x1))(0.85067)) | Numero de nos: 30 | Erro: 434207234981888.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.65297)(0.28043))(-(/(sin(*(0.97360)(0.80859)))(0.72680))(0.80859))))(x1))(x1))(0.80859)))(0.82861)))(x1))(sin(0.82861))) | Numero de nos: 29 | Erro: 434147508092928.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.65297)(0.28043))(-(/(sin(*(0.97360)(0.80859)))(0.72680))(0.80859))))(x1))(x1))(0.80859)))(0.82861)))(x1))(sin(0.82861))) | Numero de nos: 29 | Erro: 434147508092928.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.65297)(0.28043))(-(/(sin(*(0.97360)(0.80859)))(0.72680))(x1))))(x1))(x1))(0.80859)))(sin(x1))))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 433384446754816.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.65297)(0.80859))(-(/(sin(*(0.97360)(0.80859)))(0.72680))(x1))))(x1))(x1))(0.80859)))(sin(x1))))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 433384446754816.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.65297)(0.80859))(-(/(sin(*(0.97360)(0.80859)))(0.72680))(x1))))(x1))(0.82861))(0.80859)))(sin(x1))))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 433384715190272.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(*(0.97360)(0.80859))(0.72680))(0.80859))))(x1))(x1))(0.80859)))(0.82861)))(0.72680))(sin(0.82861))) | Numero de nos: 28 | Erro: 434147977854976.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(x1)(0.72680))(-(/(*(0.97360)(0.80859))(0.72680))(0.80859))))(x1))(x1))(0.80859)))(0.82861)))(0.72680))(sin(0.82861))) | Numero de nos: 28 | Erro: 434147977854976.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(x1)(0.72680))(0.80859))))(x1))(x1))(0.97360)))(0.82861)))(0.72680))(sin(0.82861))) | Numero de nos: 26 | Erro: 434147944300544.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(0.80859)(0.80859))))(x1))(x1))(0.97360)))(0.82861)))(0.72680))(sin(0.82861))) | Numero de nos: 24 | Erro: 434147944300544.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(*(0.97360)(0.80859))(*(0.97360)(0.80859)))(0.80859))))(x1))(x1))(0.97360)))(0.82861)))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 434147440984064.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(*(0.97360)(0.80859))(*(0.97360)(0.80859)))(0.80859))))(x1))(x1))(0.97360)))(0.82861)))(x1))(0.80859)) | Numero de nos: 29 | Erro: 434147440984064.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(*(0.97360)(x1))(/(x1)(0.72680)))(0.80859))))(x1))(x1))(0.97360)))(0.82861)))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 434147440984064.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(*(0.97360)(x1))(/(x1)(0.72680)))(0.80859))))(x1))(x1))(0.97360)))(0.82861)))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 434147440984064.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(*(0.97360)(x1))(/(x1)(0.72680)))(0.80859))))(x1))(x1))(0.97360)))(0.97360)))(x1))(sin(0.75503))) | Numero de nos: 30 | Erro: 433986480373760.0000000000000000000000000 |
MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(*(0.97360)(x1))(/(x1)(0.72680)))(0.80859))))(x1))(x1))(0.72680)))(0.82861)))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 434147541647360.0000000000000000000000000 |

POPULACAO FINAL 
(+(/(x1)(-(sqrt(*(-(-(cos(sqrt(-(sin(/(0.34175)(sqrt(+(+(sqrt(x1))(x1))(x1)))))(0.55367))))(x1))(x1))(0.97360)))(0.82861)))(sin(/(0.55440)(0.69042)))) | Numero de nos: 30 | Erro: 434147776528384.0000000000000000000000000 |
(+(-(-(/(x1)(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.80859)(0.28043))(-(0.80859)(0.80859))))(x1))(x1))(0.97360)))(0.82861)))(0.72680)))(0.72680))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 434175257608192.0000000000000000000000000 |
(+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(*(0.97360)(x1))(/(x1)(0.72680)))(0.80859))))(x1))(x1))(0.72680)))(0.82861)))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 434147541647360.0000000000000000000000000 |
(+(-(/(x1)(-(*(-(-(cos(-(+(0.97360)(0.28043))(-(/(*(0.97360)(x1))(/(x1)(0.72680)))(0.80859))))(x1))(x1))(0.97360))(0.82861)))(0.72680))(sin(0.82861))) | Numero de nos: 29 | Erro: 434176700448768.0000000000000000000000000 |
(*(-(-(cos(-(+(0.80859)(0.28043))(-(-(*(0.82861)(0.80859))(0.80859))(0.80859))))(x1))(x1))(0.97360)) | Numero de nos: 18 | Erro: 434175995805696.0000000000000000000000000 |
(+(-(-(/(x1)(-(sqrt(+(0.92489)(sin(0.82861))))(0.82861)))(0.72680))(x1))(sin(x1))) | Numero de nos: 16 | Erro: 434177237319680.0000000000000000000000000 |
(+(0.92489)(cos(x1))) | Numero de nos: 4 | Erro: 434176398458880.0000000000000000000000000 |
(+(-(/(0.82861)(-(/(0.80859)(-(sqrt(*(-(-(cos(-(+(0.49910)(0.28043))(-(0.80859)(0.80859))))(x1))(x1))(0.97360)))(0.82861)))(0.72680)))(0.72680))(sin(/(0.55440)(0.69042)))) | Numero de nos: 30 | Erro: 434176734003200.0000000000000000000000000 |
(+(x1)(sin(0.82861))) | Numero de nos: 4 | Erro: 434176801112064.0000000000000000000000000 |
(+(-(/(x1)(-(/(0.97360)(-(sqrt(*(-(0.84268)(x1))(0.97360)))(0.82861)))(0.72680)))(0.72680))(sin(/(0.55440)(0.69042)))) | Numero de nos: 21 | Erro: 434165795258368.0000000000000000000000000 |

*MELHOR: (+(-(/(x1)(-(sqrt(*(-(-(cos(-(+(0.72680)(0.28043))(-(/(*(0.97360)(x1))(/(x1)(0.72680)))(0.80859))))(x1))(x1))(0.72680)))(0.82861)))(x1))(sin(0.82861))) | Numero de nos: 30 | Erro: 434147541647360.0000000000000000000000000 |

